0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Across the Universe,B000ZBEOF6,Across The Universe,B0016BP0PW,Rent,B000E111XK,Beatles Anthology,6304242042,Once,B004GF244K,Beatles Anthology 1,6304241984,Beyond the Sea,B0009ETDDW,"['venture', 'action', 'crime']"," ***** 2007. Written and directed by Julie Taymor. An Academy award and a Golden Globe nomination. The 60's seen through the songs of the Beatles. A unique vision developed by one of the most interesting directors of our time. I was already enthused a few years ago by <a href=""http://www.amazon.com/gp/product/B00005JLPK"">Frida</a> and the way Julie Taymor managed to give life to some of Frida Kahlo's paintings, now I can't but praise this film. The screenplay is uttermost smart, the actors perfect and Julie Taymor a director one has to count with. Masterpiece."," JULIE TAYMOR, OPUS 3"
Clerks.,B00004CQXT,Clerks,B001FB17H8,Jay and Silent Bob Strike Back,B00005UQEY,Jay & Silent Bob Strike Back,B000067JHY,Dogma,B00151QYU8,Superbad,B000WZEZGS,Ghost World,B000ZLJOW4,"['venture', 'action', 'crime']"," This is the way clerks was at sundance and should have stayed, maybe.  I agree with most critics that it was a good idea that Kevin cut the last original scene and left Dante alive(because rumor has it Clerks 2 is on its  way).  When you watch this cut with the superior sound and widescreen  format, you really feel like you are back in theatre watching Clerks for  the first time again.  After you watch it, you have the chance to go back  and view the indie-film Shakespeare explain his work and progress bit by  bit.  This is one of those must haves for anyone who has ever loved a Kevin  Smith film or just worked in a gas station or video store.", One of the best DVD editions of a film ever
KNIGHT AND DAY,B002ZG986E,Knight and Day,B0045ASBNE,This Means War,B0085772LA,Mission: Impossible II,B000I0EOLI,Salt,B004BEMC6G,The Tourist,B004A8ZWT2,Mission: Impossible 3,B000HRMAPE,"['venture', 'action', 'crime']"," Although I'm not a huge fan of Tom Cruise or Cameron Diaz, I liked Knight and Day! Serious critics have panned this movie because it they say it lacked material and was unrealistic! You have to remember this is Hollywood, everything is unrealistic! This is just entertainment! The story had curves and Tom Cruise being humorous was a good switch! Being charismatic, and funny was a plus! Cameron was fun when she finally got her chops, (With me, Without me)..love it! Knight and Day was not a serious movie, but it was fun to watch!", Fun ride!
The Power of Intention: Learning to Co-create Your World Your Way,1401903568,You Can Heal Your Life,6302729890,I Am,B006UJHZEE,Peaceful Warrior,B000QEIOSU,Forks Over Knives,B005K23S20,"Fat, Sick & Nearly Dead",B004V4ASB2,Yoga For Beginners,B000H8RVSO,"['venture', 'action', 'crime']"," Wayne has been around this circuit for a long time and I have been deriving guidance from his work for nearly as long. Reading The Power of Intention in not like taking a walk in the park. It's more like taking the express route to inner peace and arriving into personal power. I have read this book three times in the past two years and keep it on hand for whenever I am seeking inspiration. I can flip open to a particular chapter and get just the boost I need to set my track clear. Once again, thanks Wayne.", The ultimate tour guide
Dead Like Me - The Complete First Season,B0001GF2F6,Veronica Mars: Season 1,B000A59PMO,Arrested Development: Season 1,B0002PYS7Y,Dead Like Me: Life After Death,B001TCXN7U,Everwood: Season 1,B004GJYRFA,Arrested Development: Season 2,B000A9QKRI,Arrested Development: Season 3,B000EXDS7K,"['venture', 'crime', 'action']"," I was truly dissapointed that this show has been cancelled.  it is the only new show i have been able to get really into in a long long time.<br /><br />I think the characters are wonderful and deep, the stories can be silly, but they always achieve something.  I could watch Mason all day everyday... but thats just me!<br /><br />I don't understand how crap like the OC can stay on and DLM gets the boot after 2 seasons.  I immediatly cancelled Showtime in protest and am hoping Fox or some other network can pick it up (clean up the language too, I guess) and get it back on the air!", So sorry to see it go
The Complete Prisoner Megaset,B00005NKCQ,Farscape: The Complete Series,B005CXOG8M,The X-Files,B000BOH986,Star Trek: The Next Generation,B00005UO5M,Dollhouse: Season 1,B0024FAR6G,Lost: The Complete Collection,B0036EH3WK,Battlestar Galactica,B0001M1JFM,"['venture', 'action', 'crime']"," Hello Folks,<br /><br />rather that discuss this legendary series , I'm here to report (after release and purchase) that this is a stunning looking Blu-Ray. There was much conversation before the release as to if it was the better UK version or simply a rehash of previous domestic standard DVD and video and its obvious to the eye that this is the best available and actually shockingly terrific looking.  If you are a fan upgrade immediately...its 50% off and worth every penny. You can read about the series on many other reviews if you are not familiar with it but I figure most people looking for the BLu-Ray version know the show and are asking...about the quality.  Its GREAT!", EYE popping Blu-RAY editon.....
Grindhouse: Planet Terror,B002I7IC58,Planet Terror,B001F0TM5S,Death Proof,B001F0TM5I,Machete,B004EJ1GB0,Piranha,B002ZG98KK,From Dusk till Dawn,B004S699LI,Land of the Dead,B000B2YR88,"['venture', 'action', 'crime']", I must say that when I first saw this movie that I didn't think it was that good and I thought that it was the lesser of the two 'Grindhouse' movies. I recently purchased it and I definitely have a different view of the movie and really enjoyed it. I have watched it several times since the purchase. The characters are hilarious cliches. I really enjoyed Jeff Fahey and Michael Biehn as two brothers trying to get the best BBQ sauce in Texas. Josh Brolin is excellent as Dr. Block and his wife Dakota and her father are just great characters.<br /><br />Really like this movie for all it quirkiness and for it drive in style., Very Entertaining
Léon the Professional,B002O5M4SA,the Professional,6304436386,Man On Fire,B001JZ7HVU,Heat,B002AH3WSS,Taken,B002BI6SMI,Taxi Driver,0767830547,Cinema Paradiso,B000VZ2AVG,"['venture', 'action', 'crime']"," If you are an avid film lover, as I am, and have not watched this, my favorite film of all time, you need to stop what you are doing, and promptly proceed to your video store or Best Buy and get this movie. Yes, drop everything you are doing, surgeons drop those scalpels and let the nurse close, judges put down those gavels and just find the person guilty, pilots step away from the flight deck and put it on auto and get out there and watch this movie!!! It is up there with Godfather, Apocalype Now and Saving Private Ryan!!! It rules!!!", Right Up There With The Greatest!!!!
Here Come the Brides: Season 1,B000ERVJPY,Everwood: Season 1,B004GJYRFA,Centennial Vols 1-12,0783215126,Third Watch: Season 1,B00005JNJ1,Charmed: Season 1,B0006IUE16,GCB: Season 1,B007MDB6RO,The Muppet Show: Season 1,B0009ULBGS,"['venture', 'epic', 'crime']", I had remembered this series from when I saw it as a child so when I saw it was coming out in DVD I jumped at the chance to get it.  I certainly wasn't disappointed.  The quality of the discs is great and the stories just as good as I remembered and best of all my own children have become fans also and it is great to sit watching an old favourite with my two new converts to Seattles charm.<br /><br />Thank you for bringing this out and we are looking forward to the second season.  Here's hoping it comes out on DVD soon., Here come the brides
30 Days Of Night,B00111YM60,30 Days of Night,B00111YM5Q,Frozen,B0044WZN9I,The Descent,B000JJ5F0W,The Crazies,B003U61JNS,The Strangers,B001D2WU8O,Let The Right One In,B001MYIXAC,"['venture', 'action', 'crime']"," I cannot say enough about how horrible horror movies have been in the past few years (or a lot longer, if you're keeping count), but this one is very well done.<br /><br />While I do not usually consider Josh Hartnett a particularly inspiring actor, he does a great job in this movie, along with Melissa George, at drawing the audience in. While there is the obvious fright of the unknown, vampires, they also show the toughness that would be necessary should something like this ever be possible in real life.<br /><br />A tough, gritty movie that doesn't get in over its head, a must have horror movie.", Great vampire horror flick
Gettysburg,B00004CLLN,Gods and Generals,B001N9FNX6,Ken Burns: The Civil War,B004AR4WSA,Glory,0800177967,We Were Soldiers,B000J159N8,Zulu,B00004CZR2,The War: A Film by Ken Burns,B007BMIFI4,"['venture', 'action', 'crime']"," I don't often give movies a 5-star rating. <a href=""http://www.amazon.com/gp/product/B00003CXA6"">Gettysburg</a> is one of those rare exceptions. This is a movie about the Battle of Gettysburg, one of the most pivotal moments in U.S. history. The movie rises to the occasion. The acting is great, with Martin Sheen as General Robert E. Lee and Jeff Daniels as Colonel Chamberlain. The film has a beautiful cinematography and an incredible soundtrack by Randy Edelman. This is a masterpiece and will remain a classic for decades to come. I wish it had encouraged more historical fiction movies, but in the years since 1993 I haven't seen many movies of this caliber.", One of the greatest movies ever
Fright Night,B003Y5H5FG,Disturbia,B0028PIQE2,Let Me In,B003EYVXUU,Paranoia,B0015U0QXA,House of Wax,B006IUTWA0,The Amityville Horror,B003WTO5SO,The Wolfman,B001GCUO0C,"['venture', 'action', 'crime']"," The remake when compared to the original doesn't come close to adding up.Colin trys his best to save the movie and he was the only character that even came close to making it interesting..The new Peter Vincent..pathetic...the new Evil Ed..pathetic and stupid looking,not scary at all.No evil zombie bodyguard protecting the vampire,no good transfermation scenes.like Evil Ed turning from vampire to wolf to dead human with stake in the heart like the original.HOWEVER....after all those negatives..the 3D kinda saved the day and made it watchable.Amy's part at the end when she turned was creepy,and again...Colin tried his best.And the 3D was pretty good."," Original is a classic,Colin and 3D saves this one"
Rocky Horror Picture Show,6305076634,The Rocky Horror Picture Show,B001HM1PFO,Clue,6305882649,Repo! The Genetic Opera,B001RGG6V8,Help!,6303823351,Jesus Christ Superstar,0783232071,Young Frankenstein,B001DDBD0O,"['venture', 'action', 'crime']"," This movie is the best ever! I'm only 14 but I love the movie just as much as any fan who got to go at midnight and see it in full costume! Lucky people! I can't keep my love for the movie inside me. In school I sing and dance with my friends to the tunes of the movie. I've seen more times I can remember and I know it word for word. I'm starting a new generation of Rocky Horror lovers at my school in Connecticut. I love the message it sends, that you can be whoever you want to be and do whatever you want, make your dreams reality,DON'T DREAM IT , BE IT! It stands the test of time and will remain a cult classic forever!", THE BEST MOVIE EVER!
Anchorman - The Legend of Ron Burgundy,B00061QK02,Zoolander,B000I0XLYO,40 Year Old Virgin,B000BSZAFQ,Blades of Glory,B000XYUUTO,Step Brothers,B001GF8WPS,Dodgeball: True Underdog Story,B00065HKES,Bridesmaids,B00466HN7M,"['venture', 'action', 'crime']", I was disappointed in this movie.  Ron Burgundy gets so tiring after like the first 20 minutes that it is hard to even watch this movie all the way through.  I thought Christina Applegate's character was funny and the guy who was slow was funny in the part where he was yelling just becaue everyone else was yelling.  But the rest of the movie  was a bore.  I just couldn't believe such great actors would stoop so low to do this movie.  Not something I would own or even put myself through watching again.," This movie has no ""Anchor"""
